row ID,row m/z,row retention time,L_C18_Polar_16_MS2_DF_125_01.mzML Peak area,L_C18_Polar_16_MS2_DF_125_02.mzML Peak area,L_C18_Polar_16_MS2_DF_25_02.mzML Peak area,L_C18_Polar_16_MS2_DF_125_03.mzML Peak area,L_C18_Polar_16_MS2_DF_25_01.mzML Peak area,L_C18_Polar_16_MS2_DF_5_01.mzML Peak area,L_C18_Polar_16_MS2_DF_25_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_01.mzML Peak area,L_C18_Polar_16_MS2_DF_625_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_03.mzML Peak area,L_C18_Polar_16_MS2_DF_1_01.mzML Peak area,L_C18_Polar_16_MS2_DF_1_02.mzML Peak area,L_C18_Polar_16_MS2_DF_1_03.mzML Peak area,
77,194.11733168102447,0.5823248888888888,1.5329311768561015E7,4711540.00925001,4597006.686762517,1.372640480885923E7,7967661.001037504,4349352.270543746,2291736.7978937374,1.548201776323215E7,5899776.943325012,6409076.729812497,6858250.859624992,4173197.290606248,8506456.266012503,1.3031934827709375E7,8142855.888900001,
78,240.18031209309896,0.9757943333333334,9151914.079807999,1.2098164319152072E7,1.1198865586032351E7,1.4414160593795104E7,1.3451946237501437E7,1.1206031261488682E7,1.732677093198376E7,6835326.294243358,7964207.632697008,1.5082489997464027E7,2.1627056889310073E7,7716049.722033482,8048669.473995125,1.2623088185956322E7,1.8982850209794838E7,
79,520.3390218098958,7.344595555555556,7483545.990259158,5720276.199410887,2.2853592356227472E7,8291321.705155507,2.0066021567833193E7,3.716290567941396E8,4.692598970506656E7,1407363.4063885722,2249798.608193257,2.832789513933632E8,5.781417524518042E8,1913501.8753686736,1.2166461963783896E9,1.76288743942191E9,2.8081240423310003E9,
80,227.98259429931642,12.99701888888889,2.6905388451570388E7,2.664970572128654E7,1.965333223247696E7,3.143565626009001E7,1.9893399867233016E7,1.7826773892036967E7,2.923484097220272E7,2.148477549256067E7,2.4270964835522305E7,2.4514206659957223E7,2.6918472968934588E7,2.4968269825708378E7,2.4556642796349697E7,2.1738017255130183E7,1.7701595460353557E7,
81,205.09699198404948,1.6303082222222225,1.1295180720135411E7,1.25585968701577E7,6.481643922395553E7,1.3499117323044399E7,6.1138956730162494E7,3.095515508631804E8,5.590427866864431E7,2771895.249792726,2829728.1559273056,3.080319679001556E8,2.6842221988796127E8,3289454.4391943812,1.5539431748355346E9,1.6426715716249466E9,1.5004591858827734E9,
82,399.2502471923828,8.020386666666667,7528846.359428697,1.1025076639930053E7,9811855.65691603,1.060871173248924E7,8047578.763351598,8849401.866648903,1.0074092324752236E7,7991828.029777986,9533473.635770857,9241416.745726842,1.0000426548177902E7,9495184.39703639,8742616.861086555,1.0221083647524994E7,1.1404395036959931E7,
83,255.94359130859374,13.005484444444445,1.6123318190845322E7,1.3849280099035028E7,1.4669683354034174E7,1.4574256727528257E7,1.899851377832696E7,1.4770979256581573E7,1.984826769850447E7,1.5401772274927132E7,1.4144745753131228E7,2.3243072771901E7,1.805544926180359E7,1.5842200046022378E7,1.5401298589279382E7,1.4416244384729458E7,1.6970452293128036E7,
84,175.11876017252604,0.2786348888888889,5329496.185732145,5467572.333663322,1.6689610078355346E7,5112131.56441994,1.3003098043855652E7,2.4852240956909213E7,1.830120066114643E7,3835785.518502232,3619072.137490847,2.984302071808117E7,3.908444023911191E7,3162464.664275371,2.3280553139648803E7,2.128109952098868E7,2.024804336218986E7,
85,188.07036692301432,1.631527,9217457.783988856,1.0322485929273622E7,5.2437150400107116E7,1.0828851205866981E7,4.9053742221719414E7,2.4705966263895112E8,4.601351271293842E7,2290775.784644326,2252741.323087388,2.5206013415112445E8,2.1746875416845083E8,2625556.2297796123,1.235853886527147E9,1.3355950174271138E9,1.234228226115913E9,
86,144.95663121359686,0.23409611111111114,4465523.85864881,4107562.939347136,6468981.31593761,4823315.287352879,4337534.096276487,419736.638326172,1552102.2365908204,1.169469922915757E7,4219412.093677268,3095862.6818238096,329531.75107587874,1.8619090481426038E7,94106.98058007818,1714871.3291044822,141454.67748515637,
87,290.26812032063805,6.167368888888889,4974581.824257069,5160191.889812513,5239435.391155887,4951812.2742907135,5025401.098162046,4285939.49047621,4148538.879136166,4686110.028621452,4832836.137241793,4216281.674004675,3199744.8299642717,4451475.7202012865,4716272.143657748,4551004.840272311,4007734.8439646694,
88,226.0118891398112,12.83354,5499778.584084859,2950863.015205362,4445816.623702406,6602380.365465484,5591787.807541272,5140747.417273782,8508535.849166282,5332628.544515136,4537841.211418193,6958202.285255953,7896378.899203796,4757181.990806601,4055196.505393978,5396569.113386991,4792710.246560968,
89,150.05821736653647,0.39076733333333336,4797283.969357347,4619310.919936459,1.909425420183007E7,4511023.014470722,1.8295542823660206E7,2.901445496454165E7,9165070.127118453,984186.2714743486,832810.7805845607,3.2669206964304306E7,3.658805052826786E7,1124031.6269885793,9.772765375363244E7,6.751645199364169E7,8.657761886320356E7,
90,260.92371419270836,13.064448888888888,1.9428261654366504E7,1.8556090072273493E7,1.716649758226799E7,1.896120424298729E7,2.4741473885953877E7,1.9819775895623513E7,1.6947087178128295E7,1.8713094915522113E7,2.247490788375438E7,1.960295217808701E7,2.0510764728092298E7,2.0620634447950892E7,1.7946422625572555E7,1.7259962470191896E7,1.8863541832879394E7,
91,151.09637603759765,0.5880705555555557,4223800.260888985,3650305.6398821264,3871823.1735110492,3182535.101822044,3726843.8523494233,3004305.1532023763,2224697.375176096,2918428.4949925216,2425220.021574924,4012296.098863394,2790721.985396467,2323725.7196065485,2536601.713600934,2810020.6977700144,1555940.296962873,
92,208.03913014729818,12.962298888888888,9335401.025455697,1.5065115981882438E7,1.5534067390369052E7,1.5252588776366089E7,1.5386197138929987E7,1.3181936373168174E7,1.21383378815506E7,1.0875919788726958E7,1.6692718576581834E7,1.1858983910329226E7,1.5902829675813708E7,1.3009284190315425E7,1.0835377448428608E7,1.3535797142424025E7,1.3357233114657834E7,
93,704.2118021647135,10.574322222222223,3418428.876606435,1630528.749881288,2298341.7287622867,3624602.51744813,2505404.317174286,2804121.594671089,4824726.326720507,1992553.853479909,701448.9512834958,3233641.0980176614,6863991.617638436,1013521.2151469401,3110659.919419819,3377148.027798952,3674636.2421164573,
94,643.1358072916667,5.142252222222222,3559894.7978203003,4332703.898235863,3871537.103136165,3907789.148502614,3072151.953832597,2866685.2013264466,3027466.0333448653,3485667.0958199115,4754992.469905539,3939891.477328098,3865865.0630252585,4938706.077596791,5851368.574046896,6899388.997114218,6464417.179153474,
95,100.01098743580006,0.23469500000000001,4184796.084561273,3837572.953055729,4008471.236071394,4494821.626446834,3363299.2978645824,262770.8037813244,1329981.8005762696,7837037.791186013,3879214.0320617557,2344127.78688564,313824.2912724608,1.4308204134105615E7,95471.98787885744,1370514.2013121096,73449.77832753911,
96,218.21137440999348,4.659236666666667,1.0062528559465399E7,1.0595696373235859E7,1.1167098477543361E7,9920001.676221365,1.0756060748212067E7,1.0706852506770665E7,9880716.365335202,1.0186261885670204E7,9787749.079178764,1.0757396543285144E7,8152055.880770663,1.0418684818629276E7,9480450.758747926,1.0988944084528062E7,6559542.711685989,
97,185.11461537679037,4.464936666666666,4627528.124145662,5236274.331339099,7356826.292466896,2935393.1138991853,6698270.6870589545,7424304.775960225,3126672.9583480456,4171581.9451992377,4631066.919502798,9854470.576122358,4546061.733929692,7226383.180874291,1.3924787062881246E7,1.0300945072575865E7,7135388.098740507,
98,191.0400180802677,0.29637377777777785,3768674.513907849,4289011.963052418,1.0678134716431046E7,5047856.1456313655,7251553.444906548,1.818496457312617E7,9877988.95571487,1380182.4237664249,1660604.5022504872,1.702076460943943E7,2.7707778566059377E7,1275122.7690084828,2.572064207820773E7,2.68133468480363E7,2.918993329989984E7,
99,305.1559264310745,12.772670000000002,7626013.126163275,3498080.5927909124,4842202.06674329,5141261.56663204,5994111.59580992,5529277.116271142,5904878.910064535,6145134.218014877,1548855.719864225,5120164.465247748,5589566.296235127,1839708.8680580175,4758463.046963839,3671007.318536106,3380207.75410958,
100,337.1038496834891,7.312407777777778,5097946.66199796,5219495.546512075,5568383.976307853,3739009.0648809457,4450572.556282361,4206857.319122352,3980528.75975593,4961824.672827955,4986712.851270819,4800730.198289078,2962137.888414804,5468618.044673359,1322855.9151127127,1744541.2386584748,1404681.584421885,
101,239.14861145019532,1.9025866666666666,6804503.1751968,6842454.631762465,7397112.620997949,6153968.589823291,6961381.47538709,1.095913939480767E7,5742588.270320314,6632608.240933036,6634570.608740142,1.062045798286012E7,8597410.553469125,6603099.587496838,1.706177284691127E7,1.566557661227102E7,1.1948808259956472E7,
102,244.19034423828126,5.7555055555555565,3761616.506907362,3683318.5572881205,2373528.9045931906,3719999.9866086375,2537646.7097198702,5536350.443346375,2408173.0208009626,1683560.5122314058,1552894.350181382,5450829.327277167,5103871.601691612,1466130.3673225425,1.8734068298357833E7,1.9684647284565408E7,2.1456122093799118E7,
103,522.3547810872395,7.705517777777778,4159560.676097471,3380155.0369055066,2.3408760521279972E7,4963043.101646539,2.3993160110695224E7,1.9419640847510162E8,2.843499368008866E7,779051.8526893639,1443101.6035385022,1.637395217328239E8,2.874468426745709E8,1206098.4232513013,8.671775087256367E8,1.220395118784332E9,1.9930561337820444E9,
104,272.23253365652903,1.6182874444444442,5645184.791621927,5953493.274766444,1359228.0133275106,6635089.723394807,1535860.4620206286,1472176.0557116636,1772996.515361905,13184.316453222522,16200.421383935562,1531697.6407878739,2050732.4199469853,10598.735096093758,1.3875533611872332E7,1.910036440140895E7,2.655563416840257E7,
105,332.27881876627606,7.0265377777777775,6216283.962794669,2791813.0097087016,7412011.172666349,2288812.1598740546,5804749.001846679,1.0152503600189582E7,1.2955825903195478E7,544224.3630982166,722625.4853485902,4361272.235063654,7599601.355529792,863653.771237353,4.612504490012574E7,4.108803121147032E7,2.5939054102768805E7,
106,176.11806081136066,12.784535555555555,5882545.628544218,2113782.326414828,3331539.3979557045,3189319.1663059806,4334490.191003364,3546715.643125334,4737878.28571172,4588311.466725421,1092230.5164151955,3508612.919471954,5413868.307875711,1498537.2057049691,2670658.877554311,3098417.43302958,3064814.201075923,
107,226.17998148600262,5.7555055555555565,3673036.6865559854,3393734.898993294,2339871.4631506675,3505516.6690137717,2531683.407554508,5166465.697361996,2408136.716108253,1661744.4412403342,1491566.453246115,5124100.8038625475,4986611.648570704,1561485.761935262,1.8591934788443804E7,1.909620532731634E7,2.0427454288693465E7,
108,279.1582865397135,8.219505555555559,4733723.09280879,3496618.975672484,3674783.6319715385,5268387.636992037,4719520.665786994,4956029.805515947,6041097.479603839,2193101.9642291716,1742365.9877205996,5954282.154068632,1.0266468117823398E7,2286508.5542388237,1.1204332799525272E7,1.392268820546956E7,1.900748946027797E7,
109,273.1666585286458,4.389313333333334,4518384.9218553025,6780396.136280507,5971914.418898824,5193643.198915735,5154739.749973969,6383287.091807844,5026675.966097462,1018170.9240615714,987413.9937777212,7234670.463615136,3635743.3071296434,1427586.5732369737,7176205.774543555,6508857.069996475,4155567.4590364583,
110,296.2549570719401,6.098302222222221,2879287.78791909,2467304.58257107,2514547.5163192013,3458468.657485311,2876865.194096548,1809222.1723801976,3396993.0967319505,3288299.5777916745,2869195.2411789536,2272157.518106942,2785381.0310469107,2843976.1754447524,731405.5484322801,1192256.5641084497,664476.570645476,
111,226.0118680681501,10.27235111111111,2.002346132480365E7,1.5411757340583315E7,2.7041338516675558E7,4.895265059145762E7,1257709.6998809145,3707640.5025297822,5.8780287303745456E7,5492053.176343733,1.0462252479741843E7,1.836142691732742E7,7817788.786624963,1.3869344136561017E7,5720279.440998458,6670652.363672573,1.0827889288574388E7,
112,130.08612569173178,0.3476808888888889,4730524.07288765,3994605.6116779754,1.2401054114156472E7,4517381.111570035,1.1499106853220608E7,2.438626172228437E7,4220351.513590848,2034890.6945392485,1380677.190062779,2.3571274489270538E7,2.2539623092952453E7,1815907.2741631884,6.0831339421562985E7,5.23900350283666E7,5.092709992835529E7,
113,776.2317260742187,10.889568888888887,2722023.027160933,1743899.4189187046,2772643.417085905,3386247.326936208,2165077.668842433,3320235.420907378,3383978.8851908413,1400003.176055625,1575308.0170372066,3513986.376620909,5372817.707565484,2465631.621814903,3144794.176278069,4105792.4709862266,3825140.1298912694,
114,306.89324727436855,12.836554444444442,3400050.5916134925,1601624.6450066967,2316452.0685621444,2270322.424142886,3166786.527642116,2652187.7972243233,3232147.4007298867,3135367.244538183,1272173.2573984535,1954709.7475512985,3933520.4874218623,1395801.4150156553,1193255.728415001,1228057.2131651922,1323297.28793413,
115,338.34092305501304,10.392355555555556,2452728.723719494,948589.127285155,2595029.343925777,2596901.1267942656,2736141.580530734,6776163.596404479,7604049.254055802,803849.9546901103,346688.03779595107,1.0834340435915254E7,2.6120038752809197E7,492792.70328924747,3.2417054502201684E7,4.290524692021295E7,4.1691775671617925E7,
116,251.18489786783854,4.387573333333334,5807639.170629097,5782435.0503205,4389684.5928975195,5900158.278472281,5510612.649044255,4805855.4342672955,5354040.135173543,1469086.6133792785,1538407.2127916648,5053847.571484739,4057196.7218906195,1441989.901642298,5375769.836952032,4686443.29286552,4181628.3214657754,
117,169.05815643462702,0.2966947777777778,3368122.5341851166,3765808.9185032737,8648166.311969161,4265752.116140256,5169646.019834227,1.6171808767211305E7,6756878.787018444,1605973.502499708,1517633.6781539058,1.353184144228839E7,2.4210315223671284E7,1370347.3485366073,2.4217664249555796E7,2.2781062221977673E7,2.2784139048876964E7,
118,196.15405832926433,0.5888956666666666,2596090.5724562476,3439974.2997480673,3292842.174930394,4134209.1954388046,4056871.7773220045,2988152.7872184324,4971021.5428160345,2068026.1929550783,3058361.6347358804,3442877.560490776,4789810.98661678,2671382.994137352,609145.8310386552,1854774.359954427,2383572.073815924,
119,300.2007100423177,3.3202366666666667,2425656.5430381233,2429653.7870985856,1902940.9866616416,2354244.955433966,1926634.906614769,6981494.257079409,1538366.1330532,1975474.4725970987,2117121.871512276,6313732.539234181,5415322.422476744,2088081.7532360507,1.7127078835350085E7,1.3959330248911863E7,1.2381529214786086E7,
120,267.15614349365234,4.513492222222222,1449834.3556861996,3307397.0566655616,2975222.7831521397,1081499.269835946,2727852.3836713233,2719985.888685073,2195179.698750376,19976.25084765478,20527.544181641268,2694461.04651507,768368.5734635444,74494.96380175996,3709968.8966986625,3398069.22462686,1949530.5536594174,
121,365.1356964111328,8.075224444444443,2917641.14014587,5574144.643475102,3039558.257503162,4889702.560320465,7029927.955506696,2309153.7484040097,5881404.017687496,5688949.781028255,3892760.063425772,6717975.400603195,5380310.221776033,4498561.227603435,5950617.084143758,5586926.120324796,4126110.901926359,
122,284.2059814453125,1.9024477777777777,4730541.562618676,4647745.8056017505,4134706.6158562116,5770405.047154205,5189244.264278647,5674019.384422622,6552757.870980655,5804749.5506508555,5816843.304516002,7223257.777307293,1.0288806449923554E7,5278045.155966519,6844287.949716144,1.0610536168496836E7,1.599851701439193E7,
123,261.10919087727865,5.8544977777777785,3088140.602674662,3217588.522289049,2939578.258853047,2895144.232184712,2949570.017413123,2892365.347076633,2677936.832870907,1944263.4842579956,1927380.3346878702,3125644.125503714,2654499.879783843,2060857.0974702358,3255166.7825888963,3517973.406922618,2458105.4470394356,
124,156.07665665626524,0.2758888888888889,2702505.6864415193,2889021.925267784,5087455.528499998,2922210.843184151,5010366.951942581,8661701.145142578,6436266.638674106,2550490.336248437,2321371.478046409,4232869.58339226,1.0827250300485492E7,1602101.3070297244,9912814.620159525,8498217.217504462,1.2951222890461607E7,
125,180.1129918416341,12.784462222222222,4942704.680402493,1808618.5878541935,2976493.454572529,3048075.416042772,3580391.4552976433,2862238.0486417147,3747484.0061001065,3038126.4120691875,756426.0013982727,3156536.501552122,4866686.992645422,1156528.86802417,2294955.887792773,2748712.6089910776,2590359.4918768886,
126,163.13273213704426,4.46482111111111,3054176.9441756015,3309892.060326634,3022859.178167788,3395940.041598218,3245636.552664055,4210345.548852325,2810382.4845266123,3224893.8240535855,3752545.602117377,4476718.137976171,4669924.830078129,3381859.267791865,7564252.296039576,6297336.355884662,7066853.673456093,
127,559.1309539949051,9.688683333333332,3134662.1959955487,158596.60600879177,346799.87623288983,331345.561981397,2313402.3287875666,842445.9411612815,663391.133817146,2321934.033093011,24395.839933594725,531009.9065305053,1364685.5010900353,168153.41309765197,1575737.3416313366,1450595.791505954,1702710.1675112166,
128,377.2287556966146,9.520913333333333,3265746.8124429025,1547383.177588172,2405533.1615809062,2347793.031632824,2692056.64966984,2470580.1038995534,3679593.6539066504,2904359.5633059973,989503.2640472483,2865853.0356339067,4323754.551897678,1201415.1366612904,2477814.791961695,1818754.382150467,3246078.033599334,
129,706.4952697753906,11.968673333333331,3195063.4779832736,1057051.5568567822,2272296.0012933374,2925960.037119024,2044976.7519637558,2283143.863606568,2363758.276670017,1110528.9712213592,799357.9639531228,2218994.47048438,3745732.1604856583,1804844.4691443418,5534160.846562514,7472843.949415929,7972756.390932282,
130,209.1897878161772,6.84484,1482283.1595585854,1098693.14204502,2244191.1769255833,1535214.0864601918,1926726.0607410646,2204163.5825796244,2187512.7105362625,137827.99611132924,143981.93366015836,2295764.0763508095,1840374.2177421637,84769.04936035439,4529320.615016755,5693056.044357531,2006300.9580052174,
131,255.1585952758789,6.337803333333333,2272472.117041479,1775127.1989823277,1657671.674600449,2400641.3078908143,1959750.6634756248,1743770.2115995274,2290306.2548761116,2125545.2842420023,1696870.5465865044,1767853.2120314457,2412744.4456002596,1894649.6111341198,1253482.2891882309,1863939.6543867192,1751081.2203061911,
132,165.05447133382162,0.4626693333333333,2249815.272892205,2420796.2794937682,1.0544037516656011E7,2494183.3882071427,1.0000384948145196E7,3.1234707967511307E7,9995655.71806644,736703.618547935,528900.2969162572,3.075785614515155E7,3.0423971503650673E7,765345.12805186,6.599620092736817E7,6.888230709954195E7,6.993075744712025E7,
133,518.3209106445313,7.51808111111111,2046527.9388578762,2152423.2488800013,2.7105099035726342E7,2577152.0747254468,1.2173551650454625E7,1.1733960961914605E8,2.281797315431973E7,269438.5824055008,1111331.0216651864,1.1652034923999982E8,1.3496727753770268E8,981535.1127566922,1.2471934135965528E8,2.620890848602081E8,2.3289965798808408E8,
